Title,Comment
Space Brothers,"Great mixing by Steve, loved this set! Brought me back to Luminosity 2018 set, one of the best Lumi sets ever (#thatroom), which I was lucky to have experienced myself live...
Didn't expect to hear such rare stuff as ""Religion"" (how did Steve even get the full track if it's unreleased?🤔Has to be friends with Tony from Above & Beyond i guess), ""Epic Future"" & ""Spectrum"" (probably my favourite track of the whole set). 
Nice to see Matti Laamanen tune, would love to witness his set in the future. ""Turtle Beach"" - one of my favourite Armada releases. 
""The Promise"" - another pretty unknown track from The Space Brothers, discovered it from Lumi 2020 online broadcast. 
It's not too often I hear ""B.B.E. - Flash"" played out, as usually ""7 Days 1 Week"" gets all the attention.
Anyways, I'm gonna relisten to this beautiful set many times, so decided to make timestamps for the future.
00:07 Chakra - Home (2022 Remaster)
05:56 Ascension - Someone (The Space Brothers Dub Mix) (2022 Remaster)
12:40 Paul van Dyk ft. Hemstock & Jennings - Nothing But You (Paul van Dyk Club Mix)
18:17 Alena - Turn It Around (The Space Brothers Remix)
25:21 Essence - The Promise (The Space Brothers Rethink) (2022 Remaster)
31:38 Nitromethane - Religion
38:08 Alpha Breed - Epic Future
43:14 Plastic Boy - Silver Bath
49:57 Spectrum - Spectrum
55:03 Ambassador - The Fade
59:42 Tillmann Uhrmacher - On The Run (Ocean To Shore Club Mix)
1:05:26 Matti Laamanen - Flakes
1:10:46 Push - The Legacy
1:17:01 Empirical Labs - Turtle Beach
1:22:49 L.S.G. - Netherworld (Oliver Prime Remix)
1:30:14 BBE - Flash
1:36:44 Cern - The Message
1:43:13 Chakra - Love Shines Through (2022 Remaster)
1:49:43 The Space Brothers - Legacy (Show Me Love) (Mash Up Matt Remix)
1:53:21 The Space Brothers ft. Joanna Law - Shine

P. S. The rain made this set even more special, wish I was there 🥲"
Space Brothers,space brothers are using the cult for their gain
Space Brothers,The first opening track is my absolute favourite love it ♥️♥️
Space Brothers,Wow The Space Brothers Amazing To Watch Live And What An Amazing And Phenomenal Live Classics Set 👌👌👌
Space Brothers,What a bloody legend this bloke is.
Space Brothers,"One of my favorite sets of Luminosity 2022, definitely in my favorite sets of the year. What an absolute journey! Loved every minute in the crowd and re-listening at home!"
Space Brothers,This is lethal 😍🥳
Space Brothers,"As a fan of trance music, this set is pretty close to perfect!"
Space Brothers,"""FLAKES"" unreal forgotten classic"
Space Brothers,"Spectre - Spectrum. Unbelievable. Was there in rain loving it! Hope the guys are there next year as booked in for the full 4 days..!! See you all soon!! An amazing crowd and not ruined by idiots! Pure Trance family!! Big love to the Americans, The Scots, Our amazing tour guide Tara and the legend Graham, Fake tan Dan (and Gary Lineker) and my boys Dean and Mucky. xx"
Space Brothers,Thank you @Spacebrothers. You Bring me Back to the warmest and lovelliest Musicplace. I Love you ❤️. Was very professionell. 💜
Space Brothers,This Set is pure Love and Euphoria. The Space Brothers (and their aliasses) are Outstanding. In my Opinion the Best Vocal Trance Producers that exist.
Space Brothers,ABSOLUTE PURE CLASS !!
Space Brothers,Absolutely awesome set! You can see the pride and enjoyment as each track is mixed and dropped. Brilliant!!
Space Brothers,"I grew up to Space Brothers - ""Shine"", ""Someone"" ""Netherworld"" on Oakeys ""Cream Resident"" was the turning point of my musical taste!"
Space Brothers,💞💞💞💞💞💞 HOLY MOLY ... I was there - his set - the atmosphere - the rain - our group from the RAVE CAVE around - it was UNREAL!!!! Loved it from the first second to the last..!  It was perfect - simply perfect!! Can`t wait for next year!! 💞 P.L.U.R. 💞
Space Brothers,O set mais lindo que já ouvi.
Space Brothers,Amazing! Thank you!
Space Brothers,One of the biggest trance legends out there! Epic set! 🔥🔥Luminosity on my top list of festivals to go! 🥳
Space Brothers,"💥💥💥💥 pure BLISS !!! I was there and in ""HEAVEN"" - 3 yrs of waiting - it means sooo much to me 🔥💝- 👌😊👍 !!! TRANCE 4 EVER 💘‼‼‼"
Tower of God,Watch Tower of God here! got.cr/cc-togpv
Tower of God,❤
Tower of God,"Yeah, more tower of simp"
Tower of God,ANY SCENES FROM SEASON 2 I CAN ONLY SEE FROM SEASON 1 IT BASICALLY IS A SEASON 1 TRAILER
Tower of God,I can die a happy man if Kevin Penkin makes an ost as good as the first season of tower of god
Tower of God,Literally every scene here is season 1 not 2
Tower of God,"Watched this again, and man.... Penkin is the goat"
Tower of God,Jyu viole grace will be on 🔥
Tower of God,"This is great, but the fact that they made an entire trailer with only clips from the 1st season is kind of worrying. It will probably be a while before we hear any more news."
Tower of God,Can they hurry with this. siu is taking so long
Tower of God,Finally the manwha is back!!! NOW ALL WE NEED IS THE ANIME
Tower of God,I am so excited for this.
Tower of God,"Any guesses for release time?
Hoping it’s within 2023 but honestly doesn’t look like it atm lol"
Tower of God,This is not a season 2 trailer this is a recap of season 1 tf
Tower of God,Season 2 trailer? More like a season 1 refresher
Tower of God,منتظر الموسم الثاني
Tower of God,Thank you Crunchyroll I can’t wait 🎉
Tower of God,Is there any update for when it will actually happen??
Tower of God,it's been a long time since the thriller came out but there's still no season 2😭
Tower of God,when s2?
To The Abandoned Sacred Beasts,I can just watch this on a loop instead of the actual show
To The Abandoned Sacred Beasts,Hank reminds me of guts.
To The Abandoned Sacred Beasts,Hope they bring this back 🔥
To The Abandoned Sacred Beasts,If incarnates were in tokyo ghoul that would be so cool
To The Abandoned Sacred Beasts,This on nextflix right
To The Abandoned Sacred Beasts,"I would like there to be more to this.
It had potential to be something more popular.
I can understand if the Incarnates are supposed to be biological, and not mystical, but what if there was a witch or fairy?
They could have abilities that may seem magical enough.
The witch could have psychic abilities like telepathy and telekinesis.
The fairy could have insect wings, and use energy to heal.
What do you think?"
To The Abandoned Sacred Beasts,Very underrated
To The Abandoned Sacred Beasts,We need a session 2
To The Abandoned Sacred Beasts,No one knows this book series but this reminds me of “beast quest” for some reason
To The Abandoned Sacred Beasts,Awesome To the Abandoned Sacred Beasts Video.
To The Abandoned Sacred Beasts,Does anyone have the soundtrack to this show?! I know the soundtrack came out last June but I haven’t seen it anywhere and I’m desperate!
To The Abandoned Sacred Beasts,That is so cool!
To The Abandoned Sacred Beasts,The story plot gives me berserk vibes for some reason
To The Abandoned Sacred Beasts,"In the end, Cain is totally right. Hank is just trying to impose his guilt and with for vengeance for Ellen on the other Incarnates, while the human leaders are as bad as Cain, if not worse. Cain's father certainly is worse. This story suffers from a rather universal problem: it wants us to side against the Incarnates and with Hank because he's ""the good guy"", but the only real reason is because they're no longer humans and we are. So we're supposed to side with Hank because the Incarnates are not human. Doesn't work for me. And Cain is portrayed as too evil to say it's an attempt at showing a less one-sided view of the conflict.
And let's be honest, Hank is just driven by boner power. I'm not saying it's a bad motive, but it's far from the ""pure"" ones he platles about."
To The Abandoned Sacred Beasts,Cabin in the woods repeat! 😂😂😂
To The Abandoned Sacred Beasts,Who is the dragon
To The Abandoned Sacred Beasts,Is this dubbed on like netflix?
To The Abandoned Sacred Beasts,Dang ol beasts I tell you Hwat
To The Abandoned Sacred Beasts,Name of anime?
To The Abandoned Sacred Beasts,What is the name of this anime ?
Yashahime: Princess Half-Demon,This is a thing???? So Ranma 1/2 remake is a possibility right????
Yashahime: Princess Half-Demon,Should have made sesshomaru the focus point... and why did they make em all girls? And 7 pearls (DragonBalls) . Hope season 2 is better.
Yashahime: Princess Half-Demon,"Scoperto oggi per caso. Abbiamo visto tutte le 6 stagioni, il final act e i 4 film con mio fratello. Non avrei mai immaginato di vedere una nuova stagione. NON VEDO L'ORA DI VEDERLO ♡☆"
Yashahime: Princess Half-Demon,This is a gift
Yashahime: Princess Half-Demon,"Well, now I saw the first and second season. Just waiting for the coming episodes. But actually... Do someone know, where is Shippo? The Little fox demon? All the Charakters from Inuyasha were shown, except Shippo. Why? Where is Shippo? He died? Or is he traveling around the world? Or did he found his love and married?"
Yashahime: Princess Half-Demon,We have started watching it few months ago and now we are currently season 1/2
Yashahime: Princess Half-Demon,I've watched Inuyasha 2 times already.  Some of it I slept through but I know everything I need to know before watching the series.
Yashahime: Princess Half-Demon,I hope they do the same with ranma ½
Yashahime: Princess Half-Demon,schau ich gerade is mega
Yashahime: Princess Half-Demon,"Sesshomaru smashed Rin, she's the babies moms. That's cool since she was so loyal to him and he cared for her."
Yashahime: Princess Half-Demon,Should I watch inuyasha before I watch this anyone?
Yashahime: Princess Half-Demon,Kaede still kicking huh?
Yashahime: Princess Half-Demon,This is not inyuasha
Yashahime: Princess Half-Demon,"Poxa, vim na esperança de está em português"
Yashahime: Princess Half-Demon,"Inuyasha is in my top 3 favorite anime, its so hard to pick a favorite with so many amazing anime out there so im super excited for this anime.i cant wait to watch it and i really hope its as fantastic as Inuyasha."
Yashahime: Princess Half-Demon,Mentira aahhhhh😍
Yashahime: Princess Half-Demon,This show was decent until it got struck with the (typical)characters all of suddden just stand around and do nothing in battle
Yashahime: Princess Half-Demon,"There's an entire story before this right?
I really hope it isn't as long as One Piece..."
Yashahime: Princess Half-Demon,"Not to be that guy, but only thing that makes me keep watching this is the flashback 🙄"
Yashahime: Princess Half-Demon,Yes Rin is the mother (even if it’s weird to me imagine that sesshomaru could be romantic ???)
Rich Man,Hello everybody! I'm still alive! 😂 I'm glad  you keep enjoying this old video after so long.
Rich Man,I HAD TO SELL MY HORSE FOR FOOD AND SHELTER BECAUSE OF THE REBELLIOUS CHRISTIANS!! AND WE BEGIN WITH THEM IN THIS GAME OF THRONES 🔥🐲🔥🐲🔥🐲
Rich Man,We don't need subtitles. Lol
Rich Man,This song has cleaned my aparment many times...
Rich Man,"""When you're rich they think you really know"""
Rich Man,The staircase leading nowhere just for show is mad flexing 🤣
Rich Man,The best ever!❤❤❤❤
Rich Man,I love the yada da da bit
Rich Man,What a great movie that was! Plenty of people still sing or hum that song even now and most of them aren't Jewish!
Rich Man,The people in this film poor jews from eastern Europe are the type of people murdered in the Holocaust by the demonic nazis it is so sad.
Rich Man,What a movie! Saw it as a child when it was first released.
Rich Man,I'm going to sing this in the Pub on Sunday
Rich Man,i was today years old when i realized tich girl covered this
Rich Man,Pogo's rendition of this is fantastic!!
Rich Man,"I never seen this film but I know this song! Classic lol
In Hebrew parody, instead of ""If I were a rich man"", we used to say, ""If I were a Rothchild"" in the past 🤣"
Rich Man,Most rich men would replace their double chin wives 🤣🤣🤣
Rich Man,"This Yiddish chant is a masterpiece!  A song of dream, desire, pain, invocation, despair, pathos, combined with lyrical beauty.  Gorgeous and engaging. 
🎵🕎❤️✡️🎶"
Rich Man,"I don't know how many times I have watched this, but I keep coming back to it and singing along with Tevye. I don't think there is a single person in the world who could sing 'If I were a rich man' better than Chaim Topol.♥♥♥♥♥"
Rich Man,"Topol will always have immortality due to this song and his unforgettable interpretation of it. There have been many Tevye’s over the years, none match Topol"
Rich Man,"my choir coach in high school, mr Andrues, performed this for us as a way to teach us how to utilize the range in our voice and how to have confidence with complicated songs like this!"
Path of the Dragons,Day of Dragons could be shaping up to be the Dragon survival game of 2023 when it's in our hands. Each month they ask us to come back and see what they've been working on and each month they impress. I hope you're all getting goosebumps like me 😆
Path of the Dragons,I literally cannot wait to get a pc and get this game :b this game is a dream come true for me
Path of the Dragons,to bad all their dragon designs are unorginal
Path of the Dragons,"Name for the Rhino looking thing.. ""Testa cornu. Aka, Shell horn"" 
Shell Horn sounds cool to me
because its armor turns into a point afront of its face like a horn. So a Shell Horn."
Path of the Dragons,"This kinda reminds me of Toothless but without legs lol but I love it tho
Also the Skrill too
Also the 2nd guy, the wyvern reminds me of the monsterous nightmare too cuz they set themselves on fire"
Path of the Dragons,"ngl i was grinning ear to ear watching this video, i had high expectations for this game for how much potential it has, and the devs continue to deliver, great job."
Path of the Dragons,I wouldn't be surprised if the blitz striker was pay to use
Path of the Dragons,OML EVER SINGLE TIME HE CHANGES THE THUMBNAIL I THINK ITS A NEW VIDEO.
Path of the Dragons,"cool, a definitely not skrill and definitely not monstrous nightmare...."
Path of the Dragons,"Man. This is just bad. Models do not look good. The audiodesign is bad. Its a rip off once again.... both of them. 

Seeing the history of the devs and this game, as well as its current state... I am so happy I did not spend a single cent on this."
Path of the Dragons,Skrill + Night Fury + Light Fury = .....
Path of the Dragons,"first a night fury, now a skrill. quality"
Path of the Dragons,They’re all realistic versions of dragons from “How to train your Dragon”.
Path of the Dragons,Just look up skrills
Path of the Dragons,That just looks like a skrills from how to train your dragons turned into a snake
Path of the Dragons,Is it on Xbox?
Path of the Dragons,so when do these changes actually come to the game.  been waiting for something to actually happen with this game for years.   and wyvern was in the game before.
Path of the Dragons,Wyverns are dragons
Path of the Dragons,pretty sure the Inferno Ravenger is based off of the Monstrous Nightmare from HTTYD. MN can also light it self on fire.
Path of the Dragons,To think this game will likely leave early access before the isle....
Olympia Kyklos,This is great.  Mrs. Yamazaki is very good at writing these kinds of scenarios; and the claymation is very fun.  Thank you for uploading.
Moriarty the Patriot,Catch me if you can mister horse 😏
Moriarty the Patriot,this came out in 2020 and im shocked i didnt hear about this untill now
Moriarty the Patriot,Wish they kept this through the whole season. Moriarty was one of my favorites of 2022
Moriarty the Patriot,This Anime is eat the rich in perfection.  Making me want to kill the higher class with Moriarty is awesome.  The only problem I have is Watson don't know what to think about him yet.
Moriarty the Patriot,Anyone read Kareem abdul-jabbar's book Mycroft Holmes?
Moriarty the Patriot,This show is so much better than it has any right to be
Moriarty the Patriot,literally the best opening in the anime history
Moriarty the Patriot,Finished the anime yesterday it’s great
Moriarty the Patriot,What great about this is the real life Moriaity was an American civil war veteran who did create a crime network that ran circles around Scotland Yard
Moriarty the Patriot,LORD OF CRIMEEEEE
Moriarty the Patriot,trash
Moriarty the Patriot,0:47 - 0:48 Sherlock’s expression in between these frames here is so funny
Moriarty the Patriot,😍😍😍😍😍😍😍😍😍😍😍😍😍😍
Moriarty the Patriot,En momentos como este me gustaría que Inglaterra sea una megapotencia
Moriarty the Patriot,DYING WISH>> I LOVE THIS OP SMMM
Moriarty the Patriot,"i just finished this one day ago and i’m so in love, i’m reading the manga also. it’s such a fascinating story, the openings everything about it is amazing, i love it."
Moriarty the Patriot,"It's a good anime, but it makes Sherlock Holmes look unimportant, for that I would have made an anime apart from Sherlock Homes, but I enjoy Holmes I like his comical personality."
Moriarty the Patriot,This bomb asf song led me to search up wat anime it’s opening for. Power of a great track. Def checkin it out 👌🏽
Moriarty the Patriot,hhmm
Moriarty the Patriot,"So what you’re tell me is, moriarty did nothing wrong?"
Im Standing on a Million Lives,Before I watch this who’s his “love” interest.
Im Standing on a Million Lives,What's wrong with the audio?
Im Standing on a Million Lives,Why did I know what this was but didn't at the same time
Im Standing on a Million Lives,"they really need to have different setting than the 1 dude and 50 females, it destroys immersion and feels repetitive."
Im Standing on a Million Lives,I really love this show.  but the women are the most god damn useless waste of space and drawing i have ever seen.  It's like they never even tried to get strong.  Besides one of them.   I was so mad.
Im Standing on a Million Lives,PICTURE IT! ONE MILLION LIVES!!
Im Standing on a Million Lives,I was interested until I got here 0:23
Im Standing on a Million Lives,Worst isekai I ever seen
Im Standing on a Million Lives,"The most useless heroes ever. 
Main character is somewhat okay tho."
Im Standing on a Million Lives,the first season was much better than the second.
Im Standing on a Million Lives,"""the rising of the shield hero"" version 2.0"
Im Standing on a Million Lives,I prefer rural anime like naruto where theres nothing electronics but there are a few that are ok
Im Standing on a Million Lives,anime
Im Standing on a Million Lives,gargbage ...
Im Standing on a Million Lives,Still waiting for season 2 to come out in July. They better not pull a classroom of the elite
Im Standing on a Million Lives,This show is so aids literally every character is annoying. Do not waste your time and watch this trash.
Im Standing on a Million Lives,"2 episodes in, cant even force myself to watch the third. It feels so stiff. Maybe it’s the lackluster animation and visuals (Which starts from ep 1, which is kinda strange). Also the story is generic af. The characters are pretty much copy and paste. We all seen this before, to many times. I wish it where actually good, would have been cool, since I could’ve binged through it. A solid skip"
Im Standing on a Million Lives,I didnt expect for me to love this anime
Im Standing on a Million Lives,On episode 5 and losing interest. I hope it gets better because I heard good things about it
Im Standing on a Million Lives,the anime is ok the thing that drives me crazy that its about 10 min of the anime and 10 min of flashbacks from their childhood or what ever it fcking tilts me to the moon
DRAGON QUEST The Adventure of Dai,Guardian talers assemble!
DRAGON QUEST The Adventure of Dai,"Any Beet The Vandel Buster fans
who want a reboot in this style?"
DRAGON QUEST The Adventure of Dai,What a journey it's been.
DRAGON QUEST The Adventure of Dai,YES YES YES PLEASE MY CHILDHOOD
DRAGON QUEST The Adventure of Dai,Será que vai ter segunda temporada dragon quest
DRAGON QUEST The Adventure of Dai,Can’t believe this was two years ago and the finale aired today 😭
DRAGON QUEST The Adventure of Dai,"People keep talking about Dragon Ball Z and One Piece, while this gem is so much better."
DRAGON QUEST The Adventure of Dai,New dragon ball looks lit oh wait…
DRAGON QUEST The Adventure of Dai,This show is soooo GOOD
DRAGON QUEST The Adventure of Dai,Never knew there was a (remake ?) the original was my favorite as a kid currently watching this and loving it
DRAGON QUEST The Adventure of Dai,I might have to check this out
DRAGON QUEST The Adventure of Dai,This trailer doesn’t do the anime justice at all to a painful degree. If you haven’t watched an episode yet I highly recommend it.
DRAGON QUEST The Adventure of Dai,"One of my all time favourite anime series !! This modern series of it is so charming and the story has a lot of heartfelt moments. Don't forget about the incredible combat,  choreography and the art is gorgeous!! :)"
DRAGON QUEST The Adventure of Dai,I wonder when might the English Dubbed version of (DRAGON QUEST: THE ADVENTURE OF DAI) anime series will get made?
DRAGON QUEST The Adventure of Dai,"I did watch the whole thing on Hulu and it was excellent. I don’t exactly play Dragon Quest but this is great though.

I wish if they can make a second season of the adventures of Dai 😣"
DRAGON QUEST The Adventure of Dai,Dragon quest is one the greatest franchises made by the same creator of Dragon ball
DRAGON QUEST The Adventure of Dai,The way they did the lighting looks awesome
DRAGON QUEST The Adventure of Dai,Why there are no new episodes after 72?!! 😥
DRAGON QUEST The Adventure of Dai,Look it’s Crono with black hair!
DRAGON QUEST The Adventure of Dai,"i love this show 
i wish it were more popular tho"
Double Fantasy,I don't agree with most comments! This is the only time I have heard Yoko make a real listenable contribution to music. Her songs provide a perfect balance. You have to get the name out of your head and listen objectively!
Double Fantasy,"Ukraine, Kyiv.  Велике -  бачиться на відстані... Багатьом людям, вчинки творчих людей важко зрозуміти. Хочеться вірити, що Джон Леннон, відносно Йоко Оно, зробив вільний та усвідомлений вибір. Якщо це так, питань на має, у кожної людини свій шлях. Щодо мене, двічі слухати 'спів Йоко Оно' природнього бажання не з'явилось. А пісні у виконанні The Beatles, як і їх сольні альбоми, слухаю з великим задоволенням вже багато років."
Double Fantasy,"i asked a friend  if he's ever listened to this album-i like Yoko he doesn't- his reply? ""yeah every other song."" as a Yoko fan I had to laugh."
Double Fantasy,Kiss kiss kiss is that horror ska that didn't really come into fashion until a bit later
Double Fantasy,"Very singular album....Yoko's one song that I do like , is the birthday song dedicated to her son."
Double Fantasy,Love em so very much
Double Fantasy,It ain't  fair
Double Fantasy,Still hurts.  Yup
Double Fantasy,"First time hearing this entire album. I had to fast forward Yoko ""musick"" I was eating dinner.🤮"
Double Fantasy,yokos crap need to be deleted
Double Fantasy,Say what you want bout Yoko she was inspiration for Imagine from her book Grapefruit.
Double Fantasy,"John Lennon & Yoko. Double Fantasy.

Genre: Rock, Pop/Rock, Soft Rock, Art Rock, Blues Rock
Format: Vinyl, LP, Album, CD, Stereo
Label: Geffen Records
Country: United States
Released: November 17, 1980
Recorded: August - September, 1980 at The Hit Factory, New York City"
Double Fantasy,Best best best album of John. The melodies are prime Beatles quality; though Yoko's songs kinda drag the album a bit. Wish John's  milk and honey outtakes were polished and released on this album instead of Yoko's songs.
Double Fantasy,"No sé por qué tan poquitos likes, este álbum es una obra de arte, cierto, algunas de las canciones de Yoko no son tan buenas pero fuera de eso, es una obra maestra... Muchas gracias por subir el álbum completo 😃👍🏼"
Double Fantasy,Yoko arruina todo
Double Fantasy,Que rola tan chingona
Double Fantasy,This is such an awesome album.
Dennou Coil,uma bosta
Dennou Coil,"I started watching this on the same day I started using glasses, lol..."
Dennou Coil,"Any Gachatubers & #gachalife players watching?
Please make a Gacha version of this?"
Dennou Coil,"Just finished this in perpetration for Mitsuo Iso’s new directorial project Orbital Children. Both shows are fascinating, weird, and endearing sci-fi anime."
Dennou Coil,original tentunya
Dennou Coil,aku ada kasetnya apa ada yg mau beli?
Dennou Coil,"Damn this's actually a really good trailer. I feels more like the style of trailers we more usually get with many Anime movies from about this time. It has a very nice, more fluid style that transition smoother from one clip to the next, rather than just trying to bombard you with 'tons' of action one after another and lots of shouting. The character animation design style is quite distinct too. I really should try this series out sometime soon. It was recommended only a few minutes ago after seeing a trailer by the same director for a film he's made so will have to add this series to my 2022 new years watch list."
Dennou Coil,"Seriously, this anime should get way more attention. I admit it's not perfect (especially when getting towards the end), but it's still an exemplary anime that hits many good notes."
Dennou Coil,This is not a trailer. But the song is awesome!
Dennou Coil,"What's this anime about, is it good?"
Dennou Coil,Love this trailer
The Day I Became a God,"2 years, it doesn't feel remotely that long since I've seen this but I'm so glad I got to see it. The anime this man/studio has made and inspired changed my life."
The Day I Became a God,"I have to say I did not have high hopes for this anime whenever I saw the trailer. But by god, did it ever rip my heart out and curb stomp it."
The Day I Became a God,"This was a hidden gem fr, its definitely up there with suka suka if you wanna feel your heart wrench and have tears flowing left and right but I never expected that ending. That was so bittersweet 😭"
The Day I Became a God,"This anime broke me entirely, I would defiantly recommend for a quick 2-4 day watch"
The Day I Became a God,"-Watches your lie in April: "" I will never be tricked into another depressing a** show again!

- This Anime: Gotcha b***h -___-"
The Day I Became a God,I wish Hulu had a chat feature like Crunchyroll. im in the 1st episode and she is mad jelly at his name and his female friends name but did anyone notice his friend shooting hoops with him is named Ashura?
The Day I Became a God,I cried like a giant man baby >_> it takes a lot to get me emotional but this one hit me right in the feels. The last few episodes really stick with you.
The Day I Became a God,THE GIRL LOOKS LIKE CHIKA
The Day I Became a God,"yes, j just came for charlotte and angel beats in the end. 
ps: love little busters ❤️"
The Day I Became a God,added to my watch list
The Day I Became a God,This anime is really good if u havent saw it yet i totally suggest u should!!
The Day I Became a God,"""The world shall end in 30 days""

If you still said the world would end in 10 sec, I would still believe you, humanity is a mistake, just a happy accident"
The Day I Became a God,My heart died
The Day I Became a God,Tbh in my opinion this anime kinda suck
The Day I Became a God,Am I the only one that cried on ep 12
The Day I Became a God,I watched the whole series it's good and heartwarming lol
The Day I Became a God,This show is good
The Day I Became a God,anime power will is too strong i cried over too many animes i even cried over a boat in anime its getting out of hand
The Day I Became a God,"I see a lot of elements of angel beats that is making me equally sad and happy that this anime has.

Fun fact: same studio!"
The Day I Became a God,This is so bad
Coffee & Vanilla,I didn’t know they made the drama from the manga 😮.
Coffee & Vanilla,The FL was so shy I understand her because she is a virgin and this is her first relationship and she is dating an older man too
Coffee & Vanilla,Oh my God ang gwapo niya kinikilig me... 😍
Coffee & Vanilla,This is the MOST beautiful edit of this song I've ever come across. ❤
Coffee & Vanilla,"this is how it would look like if yoongi entered the drama industry, change my mind"
Coffee & Vanilla,"I'm here after realizing he's niragi from alice in borderland 

AND WHY DOES HE REMIND ME OF YOONGI SO MUCH FFS 😭😭😭😭"
Coffee & Vanilla,"This is the best first experience of watching my ever first Jdrama, let’s just ignore that it’s 18+ and the questionable “adult” scenes💀💀💀💀🤚"
Coffee & Vanilla,What is the name of this series??
Coffee & Vanilla,Fav all the time
Coffee & Vanilla,福原遥ちゃん、可愛い☺️💕🤲
Coffee & Vanilla,My first and favourite jdrama. I am conservative in real life but while I'm watching dramas I am freaking sadist!😷
Coffee & Vanilla,Ep?
Coffee & Vanilla,Thank you 💖😍 for creat ....the whole drama in one song.....even song related this drama....💋💖💓💋💋💋💋💋💋
Coffee & Vanilla,coffee and vanilla 💖 this is my first Japanese drama afteri watch this I love this drama.....😍😍😍 I love Dori ......this drama is too much loveble....
Coffee & Vanilla,"Почему в японских дорама героини часто какие-то замороженные?😅😂 как-будто аутисты или травма детства. А мужчины всегда супер заботливые и сразу влюбляются в ее богатый внутренний мир, который зрителю не показывают)))))"
Coffee & Vanilla,ما اسم المسلسل
Coffee & Vanilla,"i just finished the whole drama about half an hour ago - its my first japanese drama & the fastest i;ve ever finished a drama, huge thanks to tiktok for making me want to watch it aaaaa"
Coffee & Vanilla,hIROTO SO INTENSE SEXUALLY
Coffee & Vanilla,"he''s so hot, so other nhen a inne drama with that actress (his names was Daikichi)."
Coffee & Vanilla,"Sooooo.... i'm watching this drama and i have to say that i don't see the appeal... Granted a different culture but i don't believe that women in Japan are this naive(yeah i know it's fiction, but still🤨🤨), the dialog it's just cringe, etc...."
Blue Spring Ride,"🥲: me right now who really felt bad to other people who made some comments in this video cause it's like chaos here in comment section. I didn't expect that there would be some arguments here (I'm not referring to all comments but some), I didn't mean this to happen, (I'm really sorry 😢) I just want to share and show some of the two main character moments or how their relationship started from this amazing Anime. I'm always rooting for Kou and Futaba! ❤(And of course lets also appreciate the other characters or part of the Anime, but I know that I can't convince you to accept them all because we can't tolerate toxic traits and that is alright, it's your choice and belief, I will respect you my dear, but those toxic traits can be remove and change into a good traits). Let's spread peace because I love you my dear viewers so much.

Since I have enough of this madness let me tell you something my dear ones.

I believe that every Romance has its own story, it could be complicated or not at all. We just need to understand it's concept and cherish it because love can connect people. But always remember that every stories doesn't end without obstacles. Every Anime that has romance genre has its own uniqueness and that's what makes them a beautiful Anime. 

For those people who made bad statements to Kou, I understand you because I had been there. But I learned and realized why he became like that or why Kou behaves in that way and I wish you also do the same before bad mouthing him. Okay? 

And for those who chose Touma over Kou, it's also okay. I also understand ( I had also been there AT FIRST hehe but in the end, I stayed neutral like not hating Kou anymore because I already understand the difference between the two guys) but it is bad to praise Touma without exposing or admitting his wrong doings while exposing Kou's bad side only. You are obviously biased and didn't consider the main character's feelings. Always be neutral my dear.

I hope you understand and as the uploader of this video, I strongly encouraging you to stop spreading false information (Because I also read the manga twice, and I really like the flow of the story so much!) and some viewers seems didn't understand the story at all. I also agree with some comments here that reading the Manga AGAIN is the best solution to eradicate the confusions and misunderstandings so that we can have a good communication to each other. And please don't make a false statement without knowing the whole story first because there is a small chance that people will belive in you and that is really wrong my dear. I DO REALLY HATE PEOPLE ARGUING AND SPREADING FALSE INFORMATIONS. 

This video is to show some clips of the Anime: Ao Haru Ride and to encourage the other viewers to watch it because it is really a beautiful Anime :).

Let us spread peace my dear ones and thank you for watching the short vid!

I LOVE YOU ALL!!!"
Blue Spring Ride,Ep?
Blue Spring Ride,Feel bad for the kid he’s been through way more then he should’ve and can’t communicate his feelings properly
Blue Spring Ride,I really shouldn't take other people opinions too seriously lol I almost don't watch this cause they said ml is a trash? He had flaws but it ain't inhuman😂
Blue Spring Ride,He literally behaves like a cat
Blue Spring Ride,https://youtu.be/pqY16UwUmCI
Blue Spring Ride,الغيرة 😭😭
Blue Spring Ride,"I really want to read the manga I do, but Im kinda pressed to hear she gets with another guy but I'm curious how long that lasts in terms of volumes? I don't wanna buy them and jus hate reading it the whole time"
Blue Spring Ride,Dam his voice wth niceee🐛
Blue Spring Ride,Bro i thought he was jealous of the girl 💀
Blue Spring Ride,"I only briefly skimmed the comments, but idk why people take these things so seriously. It kind of ruins it tbh. It's a shojo manga, it's a lighthearted anime. I find people treat anime and manga like it's real. Read the story or watch the anime and move on. I wholeheartedly enjoyed the manga and anime, it was frustrating and sweet at times, and then I got to the end and moved on to the next thing. Stop trying to act like it's real. These people are characters."
Blue Spring Ride,"I think I removed all the negative comments that results misunderstanding and prejudice against Kou. If there are still bad comments here please let me know ❤.

Love you all!!! ❤"
Blue Spring Ride,This manga is just a masterpiece I felt so bad for kou and futaba they had to go through a lot manipulated by ppl around them taken advantage for their own selfishness I wish there were more kou×futaba moments after their reconciliation but it's fine they ended up good❤❤
