id,title,runtime,imdb_id,imdb_score,imdb_votes,IMDb,Rotten Tomatoes
ts224859,The Pharmacist,54.0,tt11600174,7.7,6989.0,7.7,60/100
ts103329,Ghost in the Shell: SAC_2045,25.0,tt9466298,6.2,2020.0,6.3,50/100
ts84663,The Politician,43.0,tt7971476,7.5,21887.0,7.5,71/100
ts86165,The Society,56.0,tt8778064,7.0,27693.0,7.1,73/100
ts215683,The Untamed,44.0,tt10554898,8.8,5963.0,9.0,66/100
ts85398,Our Planet,50.0,tt9253866,9.3,41386.0,9.3,82/100
ts218802,The Family,26.0,tt10780886,6.4,3491.0,6.4,59/100
ts129445,The Spy,53.0,tt5952634,7.9,40535.0,7.9,75/100
ts84993,Daybreak,44.0,tt12374132,6.7,19398.0,6.7,69/100
ts249891,The Comey Rule,82.0,tt9174536,7.4,8598.0,,
ts286390,Merli: Dare to Know,48.0,tt9415632,7.6,1711.0,,
ts236531,Too Hot to Handle,42.0,tt12004280,4.6,12001.0,4.6,61/100
ts82912,Ratched,54.0,tt7423538,7.2,52731.0,7.3,72/100
ts89014,DC Super Hero Girls,10.0,tt6927444,7.2,1193.0,7.1,55/100
ts250801,Dark Desire,34.0,tt12540080,6.5,7135.0,6.5,61/100
ts281928,Unsolved Mysteries,49.0,tt9642938,7.3,9391.0,8.2,61/100
ts83491,WHAT / IF,59.0,tt8860450,6.3,15135.0,6.3,61/100
ts223404,It's Okay to Not Be Okay,76.0,tt12451520,8.6,21104.0,8.8,70/100
ts93054,Trinkets,26.0,tt9134194,7.0,10263.0,7.1,67/100
ts82851,Messiah,45.0,tt7671598,7.6,42018.0,7.6,70/100
ts216522,BEASTARS,23.0,tt11043632,7.7,9440.0,7.8,67/100
ts221749,Dorohedoro,24.0,tt11147852,8.1,7813.0,8.2,64/100
ts88469,Undercover,49.0,tt7263154,7.8,16773.0,7.8,64/100
ts90019,Bonding,17.0,tt7718088,7.1,15871.0,7.2,70/100
ts223981,Cheer,56.0,tt11426660,8.1,6145.0,8.1,70/100
ts88283,Wu Assassins,44.0,tt8652642,6.4,12799.0,6.5,67/100
ts105441,Greatest Events of WWII in Colour,50.0,tt9103932,8.7,8508.0,,
ts220751,Lego Jurassic World: Legend of Isla Nublar,22.0,tt10872880,6.7,272.0,,
ts88485,Green Eggs and Ham,28.0,tt4651448,8.1,2556.0,8.2,63/100
ts90937,Stateless,53.0,tt4878488,7.5,9218.0,7.6,65/100
ts219080,Caliphate,48.0,tt11398870,8.2,17735.0,8.2,68/100
ts250997,Down to Earth with Zac Efron,39.0,tt12585152,8.0,6446.0,8.1,67/100
ts237560,Jeffrey Epstein: Filthy Rich,57.0,tt12312250,7.1,23216.0,7.1,69/100
ts226468,Summertime,43.0,tt11269886,6.0,2573.0,5.5,57/100
ts86908,L.A.'s Finest,47.0,tt7555294,6.1,7000.0,6.0,62/100
ts222835,Holiday Secrets,38.0,tt11243536,6.5,1134.0,6.5,44/100
ts237111,Almost Happy,27.0,tt12146940,6.8,870.0,6.8,41/100
ts110703,Interior Design Masters,57.0,tt8367694,6.4,1356.0,6.5,49/100
ts255926,Dash & Lily,25.0,tt11127506,7.5,16978.0,8.0,65/100
ts161737,Dare Me,43.0,tt2983222,6.6,5098.0,6.7,66/100
ts223344,The Gift,45.0,tt10075318,7.0,21582.0,7.2,69/100
ts93611,October Faction,41.0,tt8826128,6.1,10854.0,6.2,60/100
ts255104,Deaf U,20.0,tt13070478,6.4,462.0,6.4,45/100
ts100116,Blown Away,25.0,tt9908860,7.1,2876.0,7.1,62/100
ts100359,Medical Police,24.0,tt9850952,5.9,4136.0,6.0,60/100
ts243036,Selena: The Series,38.0,tt9421868,6.9,4435.0,6.8,58/100
ts106536,White Lines,55.0,tt9073958,6.6,16506.0,6.6,59/100
ts222455,The Devil Next Door,46.0,tt11165002,7.6,13084.0,7.6,70/100
ts225101,Start-Up,80.0,tt12867810,8.1,9021.0,8.1,60/100
ts89282,Toy Boy,61.0,tt8693266,6.5,7371.0,6.4,57/100
ts236747,Middleditch & Schwartz,51.0,tt12027034,8.6,5147.0,8.6,72/100
ts116814,The Twelve,47.0,tt7605396,7.5,5005.0,7.5,57/100
ts268608,The Ripper,49.0,tt13492374,7.1,9228.0,7.1,58/100
ts215691,Teenage Bounty Hunters,49.0,tt10584608,7.6,10821.0,7.7,72/100
ts306090,GREAT PRETENDER,24.0,tt11680468,7.9,4635.0,,
ts88699,Northern Rescue,43.0,tt8462412,7.1,4105.0,7.1,57/100
ts251782,High Score,42.0,tt12759400,7.4,7733.0,7.4,65/100
ts215012,Kipo and the Age of Wonderbeasts,24.0,tt10482560,8.3,5293.0,8.4,70/100
ts225787,Unabomber: In His Own Words,43.0,tt11833494,7.2,3338.0,7.2,53/100
ts192440,Garth Brooks: The Road I'm On,86.0,tt10095402,7.4,285.0,7.4,42/100
ts88296,Ares,29.0,tt8404520,5.7,4298.0,5.6,52/100
ts223126,The Confession Killer,48.0,tt11307176,7.4,8733.0,7.4,68/100
ts88262,Traitors,50.0,tt7371896,6.6,3020.0,6.6,61/100
ts236501,Valeria,41.0,tt9731288,6.5,5510.0,6.2,52/100
ts86726,Tidying Up with Marie Kondo,34.0,tt8115560,6.6,3529.0,6.6,61/100
ts256309,Aunty Donna's Big Ol House of Fun,20.0,tt13316746,8.0,6140.0,,
ts89251,Tales of the City,56.0,tt7087260,7.4,7715.0,7.4,60/100
ts105645,Historical Roasts,29.0,tt9169602,5.3,1675.0,5.3,44/100
ts225718,La Révolution,46.0,tt13044528,6.6,5512.0,6.5,54/100
ts252856,Challenger: The Final Flight,45.0,tt12930534,7.8,6778.0,7.9,59/100
ts215178,Grand Army,52.0,tt10473150,7.5,6279.0,7.6,61/100
ts93066,The I-Land,40.0,tt9070436,4.6,16918.0,4.6,53/100
ts223759,Killer Inside: The Mind of Aaron Hernandez,67.0,tt11475228,7.4,16649.0,7.4,67/100
ts104840,Skylines,60.0,tt9184970,7.5,2627.0,7.6,54/100
ts219162,Inside Bill's Brain: Decoding Bill Gates,50.0,tt10837476,7.9,10776.0,7.9,65/100
ts254592,Song Exploder,27.0,tt13110256,7.4,758.0,7.4,53/100
ts81646,Chambers,44.0,tt7949204,6.4,8380.0,6.5,58/100
ts219561,"The Mind, Explained",21.0,tt10810430,8.0,5230.0,8.0,62/100
ts91039,The Chef Show,26.0,tt10359446,8.2,5025.0,8.2,61/100
ts92547,Rise of Empires: Ottoman,45.0,tt9244578,7.9,22045.0,7.9,66/100
ts113506,The Last Czars,45.0,tt7949606,7.3,8096.0,7.3,54/100
ts87471,Darwin's Game,23.0,tt11405390,7.3,2284.0,,
ts89744,How to Sell Drugs Online (Fast),32.0,tt9184994,7.9,30734.0,7.9,71/100
ts225912,Biohackers,42.0,tt9849210,6.8,9346.0,6.8,75/100
ts250912,Fear City: New York vs The Mafia,52.0,tt12588372,7.1,7215.0,7.1,65/100
ts190462,Gentefied,30.0,tt10037034,7.3,2641.0,7.4,60/100
ts187541,Hotel Del Luna,80.0,tt10220588,8.2,7832.0,,
ts105542,The Baker and the Beauty,44.0,tt9164986,7.5,4160.0,7.4,67/100
ts89075,Her Private Life,74.0,tt9899340,7.7,3665.0,7.7,47/100
ts237109,Control Z,36.0,tt11937662,6.9,8235.0,6.9,61/100
ts86978,Power Rangers Beast Morphers,23.0,tt8022978,6.5,585.0,6.8,45/100
ts215046,Capitani,28.0,tt10483610,6.6,4355.0,6.6,51/100
ts189422,Home for Christmas,29.0,tt10069398,7.7,13670.0,7.7,60/100
ts88151,Quicksand,46.0,tt8686106,7.5,21077.0,7.5,63/100
ts223589,"Sex, Explained",22.0,tt11390530,6.9,3177.0,,
ts275111,Rainbow High,6.0,tt13488080,6.4,116.0,6.0,47/100
ts237513,Ju-On: Origins,29.0,tt12313914,6.1,4467.0,6.1,60/100
ts88721,Special,26.0,tt9381622,7.6,9202.0,7.6,72/100
ts103209,Exhibit A,36.0,tt10376904,6.3,1030.0,6.2,44/100
ts223240,Itaewon Class,69.0,tt11239552,8.2,12030.0,8.2,62/100
ts87008,Turn Up Charlie,26.0,tt8304498,7.1,7251.0,7.1,57/100
ts89119,The Disappearance of Madeleine McCann,59.0,tt9879074,6.6,10286.0,6.6,52/100
ts242820,Floor is Lava,30.0,tt12370124,5.3,2135.0,5.3,51/100
ts251028,Detention,49.0,tt13175760,6.3,496.0,6.3,46/100
ts106015,Kengan Ashura,24.0,tt9058134,8.0,4719.0,8.0,61/100
ts89832,Abyss,61.0,tt10055734,7.1,2131.0,7.1,53/100
ts225544,The Trials of Gabriel Fernandez,55.0,tt11822998,8.1,10982.0,8.1,64/100
ts237751,Gameboys,22.0,tt12508898,8.5,1066.0,,
ts277126,Black Space,46.0,tt13660638,6.7,1758.0,6.8,59/100
ts84586,Spinning Out,50.0,tt9117054,7.6,13692.0,7.6,67/100
ts87986,Dolly Parton's Heartstrings,67.0,tt8509922,7.6,2107.0,7.6,57/100
ts106126,The Bonfire of Destiny,50.0,tt9050352,7.6,4442.0,7.7,55/100
ts251094,Indian Matchmaking,35.0,tt12580168,6.2,3049.0,6.2,56/100
ts89747,High Seas,45.0,tt8961508,6.8,7154.0,6.8,58/100
ts288350,Julie and the Phantoms,2.0,tt10183988,8.4,9461.0,8.5,74/100
ts188991,Someone Has to Die,50.0,tt10311932,6.3,4718.0,6.3,54/100
ts268560,The Uncanny Counter,64.0,tt13273826,8.0,5552.0,8.2,58/100
ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,47.0,tt8771910,7.3,11586.0,7.3,65/100
ts83107,V Wars,42.0,tt7403736,6.1,13531.0,6.1,60/100
ts216493,The Naked Director,51.0,tt10477528,7.7,6052.0,7.7,66/100
ts251067,The Baby-Sitters Club,27.0,tt8690518,7.3,3786.0,7.4,66/100
ts108392,The Letter for the King,47.0,tt8741648,5.9,7376.0,5.9,60/100
ts222606,Black Dog,80.0,tt11377920,7.7,129.0,,
ts219895,Tiny Pretty Things,56.0,tt10767748,5.9,9115.0,5.9,55/100
ts101874,Frontera Verde,40.0,tt9641192,7.3,2481.0,,
ts86744,Romance Is a Bonus Book,64.0,tt9130542,8.0,5034.0,,
ts84129,No Good Nick,30.0,tt9039142,6.0,2843.0,6.0,54/100
ts270465,SanPa: Sins of the Savior,57.0,tt13731400,7.8,1488.0,7.8,52/100
ts89326,Persona,22.0,tt10027990,6.6,1164.0,6.6,47/100
ts218888,BNA,23.0,tt12013558,7.2,2478.0,7.2,65/100
ts76382,Carmen Sandiego,23.0,tt7042146,7.9,5557.0,7.9,61/100
ts104449,The Liberator,49.0,tt9308682,7.6,5942.0,7.6,61/100
ts237096,Trial by Media,62.0,tt11963042,7.1,3096.0,7.2,65/100
ts251617,Connected,44.0,tt12753692,7.5,1704.0,7.5,51/100
ts91124,Love Alarm,49.0,tt9145880,6.8,5262.0,6.8,52/100
ts88312,The Eddy,58.0,tt7322210,7.1,2908.0,7.2,60/100
ts256007,Love & Anarchy,29.0,tt10888876,7.4,7896.0,7.4,52/100
ts89958,Arthdal Chronicles,80.0,tt8750956,8.3,4200.0,8.4,57/100
ts101408,The Mess You Leave Behind,45.0,tt9731242,6.8,8848.0,6.8,58/100
ts85480,Carole & Tuesday,23.0,tt8107988,7.8,1979.0,7.9,66/100
ts315066,Vampires,40.0,tt11829316,5.6,1234.0,5.6,54/100
ts216474,The Trial,50.0,tt10549212,7.2,3032.0,7.0,50/100
ts189405,Killer Ratings,50.0,tt10243692,7.6,1671.0,8.0,53/100
ts93482,The Last Kids on Earth,58.0,tt8914012,7.3,1293.0,7.4,51/100
ts242244,Japan Sinks: 2020,26.0,tt12031040,6.4,2922.0,6.4,56/100
ts236725,Lenox Hill,50.0,tt12190580,8.7,2276.0,8.7,70/100
ts113637,The Alcàsser Murders,61.0,tt8035424,7.1,2127.0,7.1,50/100
ts222367,We Are the Wave,49.0,tt11053220,6.2,2637.0,6.1,52/100
ts252122,The Possessed,9.0,tt12929796,5.7,882.0,,
ts222917,Kevin Hart: Don't F**k This Up,40.0,tt11313054,6.4,2009.0,6.5,44/100
ts86927,Touch Your Heart,63.0,tt9466990,7.7,3046.0,7.7,44/100
ts321758,Vagabond,61.0,tt8523042,8.2,7544.0,8.3,62/100
ts215378,Love 101,46.0,tt10516352,7.5,13797.0,7.5,61/100
ts237208,The Big Flower Fight,39.0,tt12200714,7.4,1178.0,7.4,56/100
ts268890,Lovestruck in the City,30.0,tt13394544,7.7,2129.0,7.8,55/100
ts223192,Hospital Playlist,90.0,tt11769304,8.8,4836.0,8.7,65/100
ts226602,How to Fix a Drug Scandal,53.0,tt11958942,7.0,3232.0,7.0,56/100
ts255880,Dream Home Makeover,27.0,tt13161310,5.5,1078.0,5.6,47/100
ts221174,Ricky Zoom,12.0,tt10932166,6.3,90.0,6.5,39/100
ts103360,The Barrier,52.0,tt9460858,6.8,3447.0,6.8,57/100
ts220552,Power Players,11.0,tt10895604,5.9,84.0,6.0,37/100
ts111206,Fast & Furious Spy Racers,26.0,tt8322592,5.7,1444.0,5.5,62/100
ts296153,Ashley Garcia: Genius in Love,30.0,tt10380934,6.8,1183.0,,
ts254600,The Playbook,44.0,tt12930602,7.4,1360.0,7.5,49/100
ts225716,Family Business,47.0,tt10423460,7.4,3907.0,7.4,56/100
ts256783,We Are the Champions,29.0,tt12409154,7.1,1379.0,7.1,50/100
ts89048,My First First Love,52.0,tt8995604,7.5,2163.0,7.5,53/100
ts268508,Alien Worlds,44.0,tt13464340,6.5,3509.0,6.5,54/100
ts103890,The InBESTigators,19.0,tt9332962,8.1,783.0,8.1,50/100
ts236388,The Circle France,50.0,tt9581778,7.4,692.0,7.4,50/100
ts86413,AJ and the Queen,52.0,tt8404094,7.4,7961.0,7.5,61/100
ts218564,"Breakfast, Lunch & Dinner",44.0,tt10681670,6.7,1045.0,6.8,51/100
ts89291,Mythomaniac,46.0,tt10677432,6.7,1274.0,,
ts254293,The American Barbecue Showdown,43.0,tt12938472,7.1,1151.0,7.2,48/100
ts237104,History 101,22.0,tt11958648,6.8,4031.0,6.8,56/100
ts114080,Twice Upon a Time,48.0,tt7943036,6.3,987.0,6.2,44/100
ts89876,Lunatics,36.0,tt8164794,6.6,3136.0,6.6,49/100
ts252341,Chef's Table: BBQ,45.0,tt12917170,7.8,981.0,7.8,49/100
ts222933,Who Killed Little Gregory?,60.0,tt11269714,7.4,2908.0,7.4,55/100
ts269690,Schulz Saves America,17.0,tt13607518,7.3,1069.0,,
ts221363,Criminal: Germany,44.0,tt10986056,7.7,5108.0,,
ts268592,Beyblade Burst Rise,0.0,tt11916718,5.7,156.0,6.5,44/100
ts256764,Heaven Official's Blessing,24.0,tt13375866,8.3,1349.0,8.4,55/100
ts88471,Girls from Ipanema,57.0,tt8001788,7.8,3423.0,7.9,59/100
ts251560,Do Do Sol Sol La La Sol,60.0,tt12850262,7.4,1465.0,7.4,48/100
ts225377,Taj Mahal 1989,34.0,tt11725706,7.4,1522.0,7.5,50/100
ts88909,Glow Up: Britain's Next Make-Up Star,54.0,tt9680524,6.8,1975.0,6.7,54/100
ts222325,Magical Andes,35.0,tt11816968,7.8,523.0,7.8,48/100
ts218500,Dragons: Rescue Riders,24.0,tt10687134,5.9,304.0,6.1,45/100
ts187386,My Perfect Landing,25.0,tt10268080,6.6,161.0,6.3,42/100
ts86928,The Crowned Clown,75.0,tt9266592,8.0,880.0,,
ts89881,Mr. Iglesias,29.0,tt8403536,7.1,6703.0,7.1,59/100
ts90511,Crime Diaries: Night Out,45.0,tt10242266,7.3,850.0,7.8,44/100
ts213232,Awake: The Million Dollar Game,42.0,tt10370956,5.9,759.0,5.9,45/100
ts185885,Oktoberfest: Beer & Blood,48.0,tt10244612,6.8,2119.0,6.8,50/100
ts217891,SAINT SEIYA: Knights of the Zodiac,25.0,tt6908976,4.5,1808.0,4.5,46/100
ts85619,Hache,45.0,tt8575476,6.5,1610.0,6.5,49/100
ts268099,LEGO Marvel Avengers: Climate Conundrum,22.0,tt13783758,6.6,65.0,7.0,41/100
ts106141,The Chosen One,27.0,tt9048368,5.7,661.0,5.8,47/100
ts225430,Mystic Pop-up Bar,69.0,tt12246190,8.0,1977.0,8.0,54/100
ts257301,Big Timber,45.0,tt13322572,6.5,577.0,6.4,50/100
ts255809,Carmel: Who Killed Maria Marta?,58.0,tt13244092,7.0,2375.0,7.1,54/100
ts192297,Morphle,6.0,tt10087694,5.1,77.0,4.9,34/100
ts189629,"Nisman. The Prosecutor, the President and the Spy",62.0,tt11618264,7.6,569.0,,
ts82739,Women of the Night,47.0,tt7785420,6.3,871.0,6.2,48/100
ts226588,100 Humans: Life's Questions. Answered.,37.0,tt11823088,5.7,3958.0,,
ts222634,Nobody's Looking,20.0,tt11131980,7.7,1956.0,7.8,52/100
ts223895,"Hi Bye, Mama!",61.0,tt11804034,8.0,1561.0,8.0,48/100
ts251615,(Un)Well,52.0,tt12759384,6.4,1041.0,6.4,50/100
ts216744,Heroes of Goo Jit Zu,12.0,tt10589932,7.5,23.0,,
ts254568,The Last Word,45.0,tt10506510,7.0,948.0,7.1,44/100
ts226617,The Innocence Files,64.0,tt11958922,8.0,2622.0,8.0,65/100
ts110637,Mortel,52.0,tt8403570,6.5,1390.0,6.6,60/100
ts213820,Next in Fashion,51.0,tt10394770,7.3,3572.0,7.3,52/100
ts88744,Losers,8.0,tt9817218,7.6,1741.0,7.7,63/100
ts90621,Kota Factory,42.0,tt9432978,9.3,66985.0,,
ts90995,1994,178.0,tt10243640,7.5,514.0,7.6,48/100
ts88841,The School Nurse Files,51.0,tt12879522,6.4,1147.0,6.5,44/100
ts93981,Monarca,44.0,tt8655736,7.8,3210.0,7.9,56/100
ts102933,Les de l'hoquei,50.0,tt9486226,6.8,429.0,,
ts252661,La Línea: Shadow of Narco,30.0,tt12875794,6.4,386.0,6.4,39/100
ts314648,The Witcher: A Look Inside the Episodes,6.0,tt12748032,7.1,151.0,7.1,42/100
ts90413,Gigantosaurus,13.0,tt9636800,6.9,159.0,7.2,48/100
ts306187,Family Reunion,29.0,tt9153270,6.4,2576.0,6.5,52/100
ts225102,Record of Youth,73.0,tt12850322,7.3,2278.0,7.3,47/100
ts214280,You Cannot Hide,45.0,tt10367990,6.4,1098.0,,
ts187443,The Minions of Midas,53.0,tt10147520,6.6,4065.0,6.6,53/100
ts86946,Osmosis,42.0,tt7043380,5.8,3003.0,5.9,60/100
ts90645,Drug Squad: Costa del Sol,68.0,tt8478108,6.8,554.0,6.8,43/100
ts113748,Twelve Forever,22.0,tt8009622,6.6,664.0,6.7,44/100
ts90095,Jinn,32.0,tt10751504,3.5,10043.0,3.5,50/100
ts87224,Always a Witch,40.0,tt8001250,6.3,2406.0,6.2,55/100
ts223238,My Holo Love,57.0,tt11058644,7.6,2401.0,7.7,48/100
ts88271,Flavorful Origins,12.0,tt9708598,7.6,592.0,7.8,47/100
ts90280,Yankee,40.0,tt9046782,5.9,687.0,6.0,47/100
ts288353,Omniscient,47.0,tt11542920,6.5,2089.0,6.4,53/100
ts188840,Seis Manos,26.0,tt10106108,7.1,1573.0,7.2,61/100
ts218277,Apache: The Life of Carlos Tevez,45.0,tt10715172,7.3,1582.0,,
ts89231,You vs. Wild,20.0,tt10044952,6.6,2570.0,7.0,55/100
ts251512,Immigration Nation,62.0,tt12754910,7.4,1096.0,7.4,57/100
ts254916,The Cabin with Bert Kreischer,27.0,tt13148876,6.6,1637.0,7.3,49/100
ts104485,The Stranded,49.0,tt9310400,6.2,1241.0,6.3,50/100
ts222049,Who Killed Malcolm X?,45.0,tt10948316,7.5,2125.0,7.6,52/100
ts223456,Pandemic: How to Prevent an Outbreak,49.0,tt11497904,6.3,2759.0,6.4,50/100
ts110635,Luna Nera,45.0,tt8403622,6.0,2883.0,5.6,52/100
ts191121,Reality Z,31.0,tt10241238,5.6,2437.0,5.4,53/100
ts236051,The Least Expected Day: Inside the Movistar Team 2019,31.0,tt12048124,7.4,756.0,7.4,51/100
ts213544,Rookie Historian Goo Hae-Ryung,41.0,tt10406128,8.2,1937.0,8.2,51/100
ts89028,Delhi Crime,27.0,tt9398466,8.5,18732.0,8.5,71/100
ts269442,The Surgeon's Cut,50.0,tt13487106,8.5,1010.0,8.5,53/100
ts87320,Can You Hear Me?,22.0,tt9747016,7.6,688.0,7.7,48/100
ts269501,BREAK IT ALL: The History of Rock in Latin America,50.0,tt13570366,7.6,1215.0,7.6,51/100
ts90356,Terrace House: Tokyo 2019-2020,46.0,tt10686814,7.4,691.0,7.4,47/100
ts103213,Queen Sono,89.0,tt9426290,5.9,1226.0,5.9,58/100
ts223948,The Goop Lab,33.0,tt11561206,2.5,3306.0,2.5,35/100
ts238242,The Great Heist,44.0,tt12624844,7.3,2528.0,7.3,61/100
ts187070,Pup Academy,26.0,tt10302548,6.6,498.0,6.6,44/100
ts256853,The King's Avatar,36.0,tt10732794,8.2,1042.0,7.7,57/100
ts251621,World's Most Wanted,45.0,tt12753698,7.1,2481.0,7.2,52/100
ts89347,Street Food,37.0,tt10050778,7.9,2712.0,8.2,53/100
ts250920,Home Game,29.0,tt12429046,7.0,841.0,7.1,46/100
ts105192,The Unlisted,10.0,tt9184592,6.7,899.0,6.7,47/100
ts85451,45 RPM,57.0,tt8987918,7.2,497.0,7.3,45/100
ts89583,Trailer Park Boys: The Animated Series,25.0,tt9814900,7.6,2854.0,7.5,55/100
ts104168,El Dragón: Return of a Warrior,53.0,tt9281190,6.8,1853.0,7.0,54/100
ts87488,Malibu Rescue: The Series,26.0,tt9098432,5.4,979.0,5.5,46/100
ts252166,Private Lives,67.0,tt12560270,6.7,595.0,6.6,46/100
ts233530,Win the Wilderness: Alaska,59.0,tt11718294,6.9,724.0,7.0,47/100
ts87473,7SEEDS,25.0,tt9348718,6.3,1378.0,6.4,53/100
ts223659,Jamtara – Sabka Number Ayega,29.0,tt11150912,7.3,6165.0,,
ts225539,Hyena,60.0,tt11534164,7.7,765.0,7.8,47/100
ts190452,Stolen Away,48.0,tt10064124,7.1,2314.0,7.1,48/100
ts90902,Search: WWW,72.0,tt10253244,7.9,1308.0,,
ts251119,Hook,43.0,tt12659696,6.5,25.0,6.7,37/100
ts88821,I Hear You,45.0,tt10327440,7.3,560.0,7.8,40/100
ts91034,Leila,46.0,tt7259274,4.7,8796.0,4.8,51/100
ts101060,Merry Happy Whatever,26.0,tt9777322,6.4,4542.0,6.3,51/100
ts88133,Well-Intended Love,43.0,tt9886950,7.2,1433.0,7.3,49/100
ts317497,The Neighbor,30.0,tt9731222,6.5,2125.0,6.6,60/100
ts216513,The Healing Powers of Dude,30.0,tt10540562,6.5,873.0,6.6,48/100
ts87361,Back with the Ex,44.0,tt11272424,6.2,615.0,6.2,40/100
ts104507,Triad Princess,45.0,tt9314996,6.8,658.0,6.9,43/100
ts231260,Last One Standing,36.0,tt11465292,7.0,18.0,,
ts218176,The Big Show Show,26.0,tt10726356,6.3,2375.0,6.4,52/100
ts217719,Basketball or Nothing,0.0,tt10698408,7.4,614.0,7.5,43/100
ts221851,The Lies Within,60.0,tt10919902,7.0,365.0,7.0,48/100
ts88552,Go! Live Your Way,40.0,tt9654086,6.7,606.0,7.1,52/100
ts91087,One Spring Night,47.0,tt10192576,7.9,2503.0,7.9,51/100
ts255418,Bad Boy Billionaires: India,0.0,tt12923630,7.9,3010.0,8.0,52/100
ts88352,Designated Survivor: 60 Days,74.0,tt10340990,8.1,1201.0,8.1,51/100
ts83810,Cannon Busters,24.0,tt5066664,6.7,1172.0,6.8,57/100
ts252318,Million Dollar Beach House,28.0,tt12882136,4.2,804.0,4.1,40/100
ts236332,Absurd Planet,20.0,tt12027008,3.9,1459.0,3.9,40/100
ts89331,My Husband Won't Fit,34.0,tt10027946,6.7,798.0,6.7,46/100
ts254767,"Whose Vote Counts, Explained",25.0,tt13005714,7.3,1139.0,7.3,48/100
ts219422,When the Camellia Blooms,55.0,tt10826064,8.0,2371.0,8.0,55/100
ts237071,The Forest of Love: Deep Cut,0.0,tt12079236,6.8,426.0,6.8,43/100
ts84639,revisions,22.0,tt9522354,5.9,598.0,6.0,40/100
ts191285,The Prince of Tennis ~ Match! Tennis Juniors ~,45.0,tt10097916,7.6,206.0,,
ts87372,Ultramarine Magmell,24.0,tt11025120,6.0,610.0,,
ts90789,Jailbirds,44.0,tt1176289,7.0,1160.0,7.1,49/100
ts256606,Trial 4,55.0,tt13363298,7.4,2039.0,7.4,53/100
ts107963,Restaurants on the Edge,46.0,tt8784324,6.7,972.0,6.8,47/100
ts235979,The Victims' Game,59.0,tt12079212,7.3,1356.0,7.4,51/100
ts227412,Shaun the Sheep: Adventures from Mossy Bottom,6.0,tt11983342,8.1,551.0,8.1,46/100
ts87698,Examination of Conscience,51.0,tt9584024,7.8,422.0,7.9,47/100
ts87680,Playing with Fire,43.0,tt9587732,5.9,944.0,5.9,59/100
ts251378,Mystery Lab,37.0,tt12723962,7.4,769.0,7.7,50/100
ts90980,It's Bruno!,3.0,tt10186846,7.5,2886.0,7.5,63/100
ts88937,Shadow,43.0,tt9817236,6.6,956.0,6.6,51/100
ts85510,Rhythm + Flow,57.0,tt9278032,7.6,1541.0,7.7,62/100
ts101042,The 43,56.0,tt9789272,7.1,140.0,,
ts218367,Secreto bien guardado,30.0,tt10702412,4.9,188.0,4.9,36/100
ts90508,Flinch,24.0,tt9196244,4.4,703.0,4.3,39/100
ts108593,The Unsettling,23.0,tt8680902,5.2,712.0,5.3,47/100
ts222803,Maradona in Mexico,37.0,tt11168104,7.3,1119.0,7.2,43/100
ts236182,Brews Brothers,11.0,tt10930958,5.1,1944.0,5.1,49/100
ts226403,The Circle Brazil,49.0,tt9581782,6.8,761.0,6.8,45/100
ts218890,Drifting Dragons,24.0,tt11418344,6.0,569.0,6.0,45/100
ts89361,The Idhun Chronicles,27.0,tt9731266,5.3,563.0,5.4,43/100
ts252141,Alien TV,23.0,tt12765530,6.3,293.0,6.2,42/100
ts223242,Was It Love?,69.0,tt12525622,7.1,870.0,,
ts251618,Tiny Creatures,25.0,tt12759334,5.0,1210.0,4.9,40/100
ts251061,Legend of Exorcism,21.0,tt14994658,7.7,80.0,,
ts250871,The Business of Drugs,44.0,tt12588416,7.2,1646.0,7.2,53/100
ts243256,Social Distance,20.0,tt14773740,5.7,651.0,5.7,42/100
ts224796,The Ghost Bride,51.0,tt9690302,6.3,716.0,6.0,44/100
ts105608,Puerta 7,41.0,tt9170386,5.6,542.0,5.7,42/100
ts222980,Singapore Social,40.0,tt11194508,4.9,3670.0,5.1,31/100
ts89315,Huge in France,30.0,tt8009602,6.8,2809.0,6.8,53/100
ts269157,Room 2806: The Accusation,49.0,tt13540900,7.0,2298.0,7.0,51/100
ts103935,Bolívar: Una lucha admirable,52.0,tt9327242,7.3,743.0,7.5,47/100
ts223084,Nowhere Man,56.0,tt10895588,5.6,360.0,5.6,40/100
ts100354,Monzón: A Knockout Blow,45.0,tt9852660,7.9,717.0,7.9,51/100
ts254817,A Perfect Crime,43.0,tt12939836,7.3,1394.0,7.3,54/100
ts253288,Felipe Esparza: Bad Decisions,62.0,tt12875768,5.4,166.0,5.0,36/100
ts89340,Crime Diaries: The Candidate,37.0,tt9327348,7.5,803.0,7.6,52/100
ts270439,Best Leftovers Ever!,36.0,tt13563634,5.6,515.0,5.7,44/100
ts217356,Betaal,47.0,tt10651790,5.4,8884.0,5.4,56/100
ts88336,Dating Around,30.0,tt9654080,6.3,1204.0,6.3,50/100
ts254537,"Good Morning, Verônica",45.0,tt12987918,7.6,3552.0,7.6,52/100
ts268758,Mismatched,32.0,tt12719250,5.5,3712.0,5.5,49/100
ts86365,Rilakkuma and Kaoru,12.0,tt9348716,8.3,1579.0,8.3,63/100
ts218504,Hello Ninja,13.0,tt10687170,6.7,119.0,6.6,34/100
